zip,eiaid,utility_name,state,service_type,ownership,comm_rate,ind_rate,res_rate
38761,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
39063,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38740,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38756,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
39038,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38917,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38954,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38774,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38769,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38736,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38924,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
39176,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38773,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38967,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
39745,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38730,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
39169,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38943,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38778,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38703,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38725,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
39095,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38923,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38928,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
39744,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38945,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38781,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
47177,22822,Clark County Rural E M C - (IN),IN,Bundled,Cooperative,0.11988077161014565,0.11031108282281804,0.1463142613544715
47172,22822,Clark County Rural E M C - (IN),IN,Bundled,Cooperative,0.11988077161014565,0.11031108282281804,0.1463142613544715
47143,22822,Clark County Rural E M C - (IN),IN,Bundled,Cooperative,0.11988077161014565,0.11031108282281804,0.1463142613544715
47111,22822,Clark County Rural E M C - (IN),IN,Bundled,Cooperative,0.11988077161014565,0.11031108282281804,0.1463142613544715
47119,22822,Clark County Rural E M C - (IN),IN,Bundled,Cooperative,0.11988077161014565,0.11031108282281804,0.1463142613544715
47130,22822,Clark County Rural E M C - (IN),IN,Bundled,Cooperative,0.11988077161014565,0.11031108282281804,0.1463142613544715
47162,22822,Clark County Rural E M C - (IN),IN,Bundled,Cooperative,0.11988077161014565,0.11031108282281804,0.1463142613544715
47170,22822,Clark County Rural E M C - (IN),IN,Bundled,Cooperative,0.11988077161014565,0.11031108282281804,0.1463142613544715
47106,22822,Clark County Rural E M C - (IN),IN,Bundled,Cooperative,0.11988077161014565,0.11031108282281804,0.1463142613544715
47150,22822,Clark County Rural E M C - (IN),IN,Bundled,Cooperative,0.11988077161014565,0.11031108282281804,0.1463142613544715
47243,22822,Clark County Rural E M C - (IN),IN,Bundled,Cooperative,0.11988077161014565,0.11031108282281804,0.1463142613544715
47163,22822,Clark County Rural E M C - (IN),IN,Bundled,Cooperative,0.11988077161014565,0.11031108282281804,0.1463142613544715
47104,22822,Clark County Rural E M C - (IN),IN,Bundled,Cooperative,0.11988077161014565,0.11031108282281804,0.1463142613544715
47138,22822,Clark County Rural E M C - (IN),IN,Bundled,Cooperative,0.11988077161014565,0.11031108282281804,0.1463142613544715
47165,22822,Clark County Rural E M C - (IN),IN,Bundled,Cooperative,0.11988077161014565,0.11031108282281804,0.1463142613544715
47147,22822,Clark County Rural E M C - (IN),IN,Bundled,Cooperative,0.11988077161014565,0.11031108282281804,0.1463142613544715
47126,22822,Clark County Rural E M C - (IN),IN,Bundled,Cooperative,0.11988077161014565,0.11031108282281804,0.1463142613544715
47141,22822,Clark County Rural E M C - (IN),IN,Bundled,Cooperative,0.11988077161014565,0.11031108282281804,0.1463142613544715
46035,24753,Boone County Rural EMC,IN,Bundled,Cooperative,0.11935699266331283,0,0.16512539006446028
46112,24753,Boone County Rural EMC,IN,Bundled,Cooperative,0.11935699266331283,0,0.16512539006446028
46147,24753,Boone County Rural EMC,IN,Bundled,Cooperative,0.11935699266331283,0,0.16512539006446028
46052,24753,Boone County Rural EMC,IN,Bundled,Cooperative,0.11935699266331283,0,0.16512539006446028
